,ranking,isIp,valid,urlLen,is@,isredirect,haveDash,domainLen,label,notlabel
62142,10000000,0,0,104,0,0,0,32,1,0
62143,4,0,1,39,0,0,0,21,0,1
62144,10000000,0,1,29,0,0,0,11,0,1
62145,10000000,0,1,38,0,0,0,14,0,1
62146,10000000,0,0,30,0,0,0,22,0,1
62147,10000000,0,1,61,0,0,0,23,1,0
62148,10000000,0,1,35,0,0,0,24,0,1
62149,4916,0,1,53,0,0,0,18,0,1
62150,10000000,0,1,36,0,0,0,14,1,0
62151,10000000,0,1,42,0,0,0,14,1,0
62152,10000000,0,0,248,0,0,0,138,1,0
62153,10000000,0,1,43,0,0,0,27,1,0
62154,10000000,0,0,241,0,0,1,200,1,0
62155,10000000,0,0,79,0,0,1,15,1,0
62156,10000000,0,0,106,0,0,0,95,1,0
62157,10000000,0,1,89,0,0,0,13,1,0
62158,10000000,0,0,11,0,0,0,10,1,0
62159,329452,0,0,32,0,0,0,18,0,1
62160,2547,0,1,33,0,0,0,17,0,1
62161,10000000,0,0,58,0,0,0,24,1,0
62162,10000000,0,0,166,0,0,0,22,1,0
62163,10000000,0,0,50,0,0,0,10,1,0
62164,4570,0,1,343,0,0,1,44,1,0
62165,10000000,0,1,29,0,0,0,16,0,1
62166,10000000,0,1,128,0,0,0,20,1,0
62167,7871,0,0,26,0,0,0,16,0,1
62168,10000000,0,1,41,0,0,1,22,0,1
62169,68257,0,0,33,0,0,0,8,0,1
62170,6,0,1,46,0,0,0,16,0,1
62171,4570,0,1,361,0,0,1,44,1,0
62172,1057,0,1,31,0,0,0,13,0,1
62173,10000000,0,1,71,0,0,0,27,1,0
62174,12437,0,0,44,0,0,0,22,0,1
62175,10000000,0,1,64,0,0,0,21,1,0
62176,10000000,0,0,95,0,0,1,39,1,0
62177,14969,0,1,27,0,0,0,14,0,1
62178,10000000,0,0,205,0,0,1,152,1,0
62179,124234,0,1,206,0,0,1,27,1,0
62180,10000000,0,0,21,0,0,0,20,1,0
62181,10000000,0,0,118,0,0,0,28,1,0
62182,10000000,0,0,31,0,0,0,12,0,1
62183,10000000,0,1,40,0,0,0,23,0,1
62184,6125,0,1,43,0,0,0,11,0,1
62185,10000000,0,1,24,0,0,0,16,1,0
62186,10000000,0,0,41,0,0,0,17,0,1
62187,10000000,0,0,27,0,0,0,10,1,0
62188,359,0,1,47,0,0,0,19,0,1
62189,29,0,1,28,0,0,0,17,0,1
62190,801,0,1,50,0,0,0,13,0,1
62191,133305,0,1,93,0,0,0,18,1,0
62192,44061,0,1,33,0,0,0,13,1,0
62193,425549,0,1,30,0,0,0,13,0,1
62194,107510,0,1,16,0,0,0,15,1,0
62195,10000000,0,1,36,0,0,0,26,0,1
62196,10000000,0,1,63,0,0,0,23,0,1
62197,10000000,0,0,21,0,0,1,20,1,0
62198,10000000,0,0,20,0,0,1,15,1,0
62199,10000000,0,0,51,0,0,0,20,1,0
62200,29330,0,1,60,0,0,0,12,0,1
62201,10000000,0,0,40,0,0,0,14,1,0
62202,10000000,0,1,21,0,0,0,17,1,0
62203,14969,0,1,27,0,0,0,14,0,1
62204,10000000,0,0,75,0,0,0,33,1,0
62205,10000000,0,1,29,0,0,0,20,0,1
62206,1267,0,1,41,0,0,0,23,0,1
62207,3690,0,0,32,0,0,0,16,0,1
62208,14969,0,1,27,0,0,0,14,0,1
62209,10000000,0,0,41,0,0,1,23,1,0
62210,121728,0,1,29,0,0,1,14,0,1
62211,10000000,0,0,138,0,0,1,133,1,0
62212,10000000,0,1,98,0,0,0,15,1,0
62213,151071,0,1,25,0,0,0,17,0,1
62214,4158,0,0,22,0,0,0,15,0,1
62215,10000000,0,0,144,0,0,1,18,1,0
62216,10000000,0,0,45,0,0,1,21,1,0
62217,10000000,0,0,149,0,0,0,19,1,0
62218,10000000,0,1,74,0,0,0,15,1,0
62219,8998,0,0,102,0,0,0,14,0,1
62220,10000000,0,1,31,0,0,0,18,0,1
62221,3976,0,0,52,0,0,0,21,0,1
62222,597618,0,1,210,0,0,1,29,1,0
62223,10000000,0,1,26,0,0,0,15,0,1
62224,10000000,0,0,65,0,0,0,24,1,0
62225,122,0,1,47,0,0,0,15,0,1
62226,10000000,0,0,36,0,0,0,16,0,1
62227,10000000,0,1,65,0,0,0,16,1,0
62228,10000000,0,0,38,0,0,0,12,1,0
62229,10000000,0,0,41,0,0,0,15,1,0
62230,47415,0,1,35,0,0,0,12,0,1
62231,10000000,0,1,28,0,0,0,18,0,1
62232,10000000,0,0,123,0,0,1,81,1,0
62233,10000000,0,0,159,0,0,1,27,1,0
62234,384931,0,0,44,0,0,0,19,0,1
62235,179845,0,1,39,0,0,0,12,0,1
62236,10000000,0,0,47,0,0,0,27,1,0
62237,2759,0,0,30,0,0,0,11,0,1
62238,176,0,1,42,0,0,0,18,0,1
62239,14969,0,1,27,0,0,0,14,0,1
62240,14969,0,1,27,0,0,0,14,0,1
62241,10000000,0,1,24,0,0,0,16,0,1
62242,10000000,0,1,72,0,1,0,29,1,0
62243,10000000,0,0,107,0,0,0,23,1,0
62244,10000000,0,0,90,0,0,1,36,1,0
62245,6,0,1,33,0,0,0,16,0,1
62246,2547,0,1,37,0,0,0,17,0,1
62247,942150,0,0,32,0,0,0,11,0,1
62248,10000000,0,1,34,0,0,0,25,1,0
62249,10000000,0,1,31,0,0,0,20,0,1
62250,3304,0,1,52,0,0,0,22,0,1
62251,10000000,0,0,35,0,0,0,18,1,0
62252,10000000,0,0,151,1,0,0,52,1,0
62253,576,0,1,32,0,0,0,11,0,1
62254,10000000,0,0,57,0,0,0,13,1,0
62255,10000000,0,0,83,0,0,0,24,1,0
62256,105,0,1,35,0,0,0,13,0,1
62257,10000000,0,1,82,0,0,0,17,1,0
62258,44536,0,0,43,0,0,0,19,0,1
62259,10000000,0,0,63,0,0,0,22,0,1
62260,6394,0,1,31,0,0,0,20,1,0
62261,261315,0,0,185,0,0,0,14,1,0
62262,10000000,0,1,40,0,0,0,18,0,1
62263,14969,0,1,26,0,0,0,14,0,1
62264,10000000,0,0,204,0,0,0,15,1,0
62265,10000000,0,0,38,0,0,0,17,0,1
62266,10000000,0,1,30,0,0,0,14,0,1
62267,1875,0,1,79,0,0,0,21,0,1
62268,22094,0,0,21,0,0,0,15,0,1
62269,10000000,0,1,41,0,0,0,22,1,0
62270,10000000,0,0,57,0,0,0,16,1,0
62271,18281,0,0,69,0,0,0,15,0,1
62272,10000000,0,1,98,0,0,0,20,1,0
62273,10000000,0,1,20,0,0,0,14,0,1
62274,3832,0,0,13,0,0,0,6,1,0
62275,2514,0,0,56,0,0,0,21,0,1
62276,10000000,0,1,26,0,0,0,18,0,1
62277,10000000,0,0,75,0,0,0,10,1,0
62278,14969,0,1,27,0,0,0,14,0,1
62279,10000000,0,0,140,0,0,1,30,1,0
62280,10000000,0,0,40,0,0,0,11,1,0
62281,10000000,0,0,23,0,0,0,22,1,0
62282,10000000,0,0,87,0,0,0,22,1,0
62283,10000000,0,1,104,0,0,0,15,1,0
62284,72433,0,1,21,0,0,0,14,0,1
62285,44894,0,1,139,0,0,1,28,0,1
62286,152937,0,1,44,0,0,0,16,1,0
62287,10000000,0,1,28,0,0,0,10,0,1
62288,59808,0,1,34,0,0,0,14,0,1
62289,10000000,0,0,112,0,0,1,64,1,0
62290,17052,0,1,91,0,0,0,13,0,1
62291,4626,0,1,40,0,0,0,15,0,1
62292,5903,0,0,30,0,0,0,15,0,1
62293,10000000,0,0,51,0,0,0,37,1,0
62294,10000000,0,0,55,0,0,0,19,1,0
62295,10000000,0,1,88,0,0,0,8,1,0
62296,9519,0,0,29,0,0,0,22,0,1
62297,10000000,0,0,82,0,0,0,15,1,0
62298,10000000,0,0,128,0,0,1,28,1,0
62299,105,0,1,35,0,0,0,13,0,1
62300,10000000,0,1,71,0,0,1,22,1,0
62301,10000000,0,1,75,0,0,0,15,1,0
62302,10000000,0,0,330,0,0,1,110,1,0
62303,803211,0,1,39,0,0,0,15,0,1
62304,14969,0,1,26,0,0,0,14,0,1
62305,4570,0,1,361,0,0,1,44,1,0
62306,4570,0,1,361,0,0,1,44,1,0
62307,10000000,0,1,93,0,0,0,14,1,0
62308,10000000,0,1,44,0,0,0,10,1,0
62309,94071,0,1,34,0,0,0,14,0,1
62310,10000000,0,1,39,0,0,0,15,1,0
62311,319,0,1,28,0,0,0,16,0,1
62312,10000000,0,1,75,0,0,0,18,1,0
62313,10000000,0,1,179,0,0,0,11,1,0
62314,10000000,0,0,107,0,0,0,27,1,0
62315,131221,0,0,50,0,0,0,12,0,1
62316,10000000,0,1,26,0,0,0,17,0,1
62317,249913,0,0,33,0,0,0,19,0,1
62318,14969,0,1,27,0,0,0,14,0,1
62319,10000000,0,1,62,0,0,0,26,1,0
62320,10000000,0,0,30,0,0,1,29,1,0
62321,10000000,0,0,88,0,0,0,15,1,0
62322,10000000,0,1,113,0,0,0,15,1,0
62323,168,0,1,34,0,0,0,15,0,1
62324,37582,0,0,31,0,0,0,16,0,1
62325,6125,0,1,56,0,0,0,11,0,1
62326,236871,0,1,72,0,0,0,14,1,0
62327,86479,0,0,93,0,0,0,22,1,0
62328,10000000,0,0,76,0,0,0,27,1,0
62329,53,0,1,33,0,0,0,13,0,1
62330,251,0,0,36,0,0,0,18,0,1
62331,10000000,0,1,25,0,0,0,11,0,1
62332,10000000,0,0,55,0,0,0,25,1,0
62333,14969,0,1,27,0,0,0,14,0,1
62334,10000000,0,1,39,0,0,0,20,1,0
62335,2547,0,1,35,0,0,0,17,0,1
62336,10000000,0,0,86,0,0,1,85,1,0
62337,10000000,0,1,25,0,0,0,16,0,1
62338,11548,0,1,26,0,0,0,19,0,1
62339,10000000,0,0,38,0,0,0,18,1,0
62340,10000000,0,1,23,0,0,1,23,1,0
62341,1267,0,1,31,0,0,0,21,0,1
62342,10000000,0,1,66,0,0,0,19,1,0
62343,1599,0,0,56,0,0,0,17,0,1
62344,6,0,1,38,0,0,0,16,0,1
62345,10000000,0,1,39,0,0,0,18,1,0
62346,10000000,0,1,35,0,0,0,21,0,1
62347,228,0,1,43,0,0,0,14,0,1
62348,10000000,0,0,172,0,0,0,10,1,0
62349,10000000,0,1,104,0,0,0,15,1,0
62350,10000000,0,1,24,0,0,0,23,1,0
62351,10000000,0,0,93,0,0,0,60,1,0
62352,10000000,0,1,38,0,0,0,14,0,1
62353,10000000,0,0,125,0,0,0,124,1,0
62354,10000000,0,1,32,0,0,0,19,0,1
62355,10000000,0,1,106,0,0,0,13,1,0
62356,10000000,0,1,59,0,0,0,21,1,0
62357,576,0,1,58,0,0,0,11,0,1
62358,52131,0,0,60,0,0,0,18,0,1
62359,10000000,0,0,212,0,0,1,126,1,0
62360,10000000,0,0,27,0,0,0,16,1,0
62361,10000000,0,0,45,0,0,0,22,1,0
62362,10000000,0,0,53,0,0,0,11,1,0
62363,10000000,0,1,92,0,0,0,14,1,0
62364,10000000,0,0,72,0,1,0,41,1,0
62365,10000000,0,1,51,0,0,0,13,1,0
62366,10000000,0,1,97,0,0,0,10,1,0
62367,10000000,0,1,98,0,0,0,9,1,0
62368,10000000,0,1,74,0,0,0,21,0,1
62369,10000000,0,1,27,0,0,1,16,0,1
62370,10000000,0,0,83,0,0,1,16,1,0
62371,10000000,0,0,41,0,0,0,11,1,0
62372,10000000,0,0,50,0,0,0,21,1,0
62373,181,0,0,67,0,0,0,18,0,1
62374,183,0,1,58,0,0,0,16,1,0
62375,6,0,1,30,0,0,0,16,0,1
62376,193853,0,1,133,0,0,1,44,1,0
62377,4918,0,1,61,0,0,0,16,0,1
62378,44061,0,1,33,0,0,0,13,1,0
62379,10000000,0,1,128,0,0,0,20,1,0
62380,10000000,0,0,46,0,0,0,20,1,0
62381,10000000,0,1,86,0,0,1,85,1,0
62382,183,0,1,96,0,0,0,16,1,0
62383,39172,0,0,65,0,0,0,17,0,1
62384,14969,0,1,27,0,0,0,14,0,1
62385,30534,0,1,56,0,0,0,22,0,1
62386,10000000,0,0,66,0,0,0,16,1,0
62387,55441,0,1,12,0,0,0,6,1,0
62388,10000000,0,0,237,0,0,0,16,1,0
62389,688127,0,0,195,0,0,0,27,1,0
62390,224395,0,1,214,0,0,0,28,1,0
62391,692029,0,1,22,0,0,0,15,0,1
62392,10000000,0,0,356,0,0,1,201,1,0
62393,314865,0,1,24,0,0,0,15,0,1
62394,14969,0,1,27,0,0,0,14,0,1
62395,10000000,0,0,35,0,0,0,21,1,0
62396,9466,0,0,24,0,0,0,13,0,1
62397,10000000,0,1,77,0,0,0,21,1,0
62398,10000000,0,0,178,0,0,1,73,1,0
62399,122,0,1,49,0,0,0,15,0,1
62400,45091,0,1,34,0,0,0,23,1,0
62401,10000000,0,1,73,0,0,0,11,1,0
62402,44061,0,1,33,0,0,0,13,1,0
62403,1656,0,0,36,0,0,0,21,0,1
62404,14969,0,1,27,0,0,0,14,0,1
62405,5702,0,1,46,0,0,0,33,0,1
62406,145565,0,1,74,0,0,0,14,0,1
62407,2547,0,1,45,0,0,0,17,0,1
62408,387,0,1,26,0,0,1,25,1,0
62409,4570,0,1,614,0,0,1,44,1,0
62410,168,0,1,28,0,0,0,23,0,1
62411,29,0,1,47,0,0,0,18,0,1
62412,242107,0,1,14,0,0,0,14,1,0
62413,103773,0,0,45,0,0,1,34,0,1
62414,10000000,0,1,56,0,0,0,18,1,0
62415,10000000,0,1,48,0,0,0,10,1,0
62416,329452,0,0,42,0,0,0,17,0,1
62417,10000000,0,0,108,0,0,0,12,1,0
62418,10000000,0,0,105,0,0,1,15,1,0
62419,10000000,0,0,259,0,0,1,43,1,0
62420,206024,0,1,42,0,0,0,15,0,1
62421,10000000,0,0,115,0,0,0,81,1,0
62422,10000000,0,0,246,0,0,0,17,1,0
62423,10000000,0,1,56,0,0,1,16,1,0
62424,14969,0,1,27,0,0,0,14,0,1
62425,56829,0,1,46,0,0,0,17,1,0
62426,10000000,0,0,156,0,0,1,33,1,0
62427,10000000,0,1,21,0,0,0,20,1,0
62428,10000000,0,0,165,0,0,0,12,1,0
62429,10000000,0,1,25,0,0,0,17,0,1
62430,14969,0,1,26,0,0,0,14,0,1
62431,10000000,0,1,29,0,0,0,18,0,1
62432,10000000,0,1,45,0,0,0,15,1,0
62433,10000000,0,1,36,0,0,0,14,1,0
62434,1,0,1,79,0,0,0,15,1,0
62435,10000000,0,1,44,0,0,0,18,1,0
62436,4570,0,1,369,0,0,1,44,1,0
62437,10000000,0,0,56,0,0,0,17,1,0
62438,10000000,0,0,236,0,0,0,16,1,0
62439,29,0,1,34,0,0,0,21,0,1
62440,128024,0,1,28,0,0,0,14,0,1
62441,10000000,0,0,124,0,0,1,43,1,0
62442,935302,0,1,25,0,0,0,13,0,1
62443,10000000,0,1,253,0,0,0,162,1,0
62444,10000000,0,1,69,0,0,0,24,1,0
62445,10000000,0,1,40,0,0,0,12,0,1
62446,10000000,0,1,35,0,0,1,13,1,0
62447,10000000,0,0,211,0,0,0,17,1,0
62448,10000000,0,0,51,0,0,0,15,1,0
62449,14969,0,1,27,0,0,0,14,0,1
62450,6394,0,1,30,0,0,0,19,1,0
62451,10000000,0,0,43,0,0,0,13,1,0
62452,70181,0,0,222,0,0,1,23,1,0
62453,10000000,0,0,160,0,0,1,133,1,0
62454,10000000,0,0,244,0,0,1,226,1,0
62455,10000000,0,1,105,0,0,0,14,1,0
62456,10000000,0,1,43,0,0,1,42,1,0
62457,6,0,1,34,0,0,0,16,0,1
62458,10000000,0,0,54,0,0,0,13,0,1
62459,10000000,0,0,88,0,0,1,31,1,0
62460,10000000,0,0,25,0,0,0,17,0,1
62461,16127,0,0,34,0,0,0,16,1,0
62462,10000000,0,1,25,0,0,0,13,0,1
62463,10000000,0,1,84,0,0,0,23,1,0
62464,10000000,0,1,16,0,0,0,15,1,0
62465,10000000,0,1,88,0,0,0,13,1,0
62466,10000000,0,1,182,0,0,1,181,1,0
62467,10000000,0,1,95,0,0,1,19,1,0
62468,10000000,0,0,71,0,0,0,18,1,0
62469,221560,0,1,72,0,0,0,8,1,0
62470,10000000,0,0,126,0,0,0,20,1,0
62471,10000000,0,0,96,0,0,0,11,1,0
62472,10000000,0,0,79,0,0,0,21,1,0
62473,14969,0,1,27,0,0,0,14,0,1
62474,10000000,0,0,39,0,0,0,12,1,0
62475,10000000,0,1,20,0,0,0,19,1,0
62476,10000000,0,1,25,0,0,0,24,1,0
62477,10000000,0,0,14,0,0,0,8,0,1
62478,10000000,0,1,34,0,0,0,11,1,0
62479,10000000,0,0,60,0,0,0,12,1,0
62480,234040,0,0,53,0,0,0,10,0,1
62481,10000000,0,1,148,0,0,0,23,1,0
62482,471677,0,1,24,0,0,0,15,0,1
62483,10000000,0,0,50,0,0,0,21,1,0
62484,10000000,0,0,97,0,0,0,27,1,0
62485,10000000,0,0,27,0,0,0,14,0,1
62486,29,0,1,37,0,0,0,18,0,1
62487,10000000,0,1,76,0,0,0,15,1,0
62488,10000000,0,0,47,0,0,0,22,1,0
62489,10000000,0,0,38,0,0,0,11,1,0
62490,10000000,0,0,85,0,0,1,10,1,0
62491,10000000,0,0,44,0,0,0,14,1,0
62492,10000000,0,1,98,0,0,0,9,1,0
62493,10000000,0,0,123,0,0,0,16,1,0
62494,10000000,0,0,45,0,0,0,19,1,0
62495,44727,0,1,27,0,0,0,18,0,1
62496,10000000,0,1,64,0,0,0,11,1,0
62497,10000000,0,0,61,0,0,1,45,1,0
62498,4570,0,1,343,0,0,1,44,1,0
62499,10000000,0,0,80,0,0,0,14,1,0
62500,10000000,0,1,26,0,0,0,12,0,1
62501,10000000,0,1,20,0,0,0,13,0,1
62502,10000000,0,0,90,0,0,0,25,1,0
62503,801970,0,1,30,0,0,0,20,0,1
62504,9,0,1,84,0,0,0,14,0,1
62505,10000000,0,1,106,0,0,0,13,1,0
62506,2296,0,0,52,0,0,0,19,0,1
62507,10000000,0,0,76,0,0,0,45,1,0
62508,10000000,0,0,24,0,0,0,9,1,0
62509,10000000,0,1,194,0,0,0,23,1,0
62510,14969,0,1,27,0,0,0,14,0,1
62511,149132,0,1,39,0,0,0,13,0,1
62512,10000000,0,0,17,0,0,0,14,1,0
62513,10000000,0,1,32,0,0,0,12,1,0
62514,10000000,0,1,65,0,0,1,38,1,0
62515,10000000,0,0,185,0,0,1,83,1,0
62516,10000000,0,1,101,0,0,0,16,1,0
62517,14969,0,1,27,0,0,0,14,0,1
62518,5903,0,0,28,0,0,0,15,0,1
62519,10000000,0,0,194,0,0,0,160,1,0
62520,499154,0,0,35,0,0,0,24,0,1
62521,10000000,0,1,18,0,0,0,13,0,1
62522,10000000,0,0,81,0,0,0,24,1,0
62523,25233,0,1,35,0,0,0,23,0,1
62524,44061,0,1,33,0,0,0,13,1,0
62525,10000000,0,1,28,0,0,0,11,1,0
62526,10000000,0,0,269,0,0,0,26,1,0
62527,5757,0,0,26,0,0,0,25,1,0
62528,10000000,0,1,31,0,0,0,21,0,1
62529,10000000,0,0,119,0,0,1,85,1,0
62530,10000000,0,1,192,0,0,0,15,1,0
62531,194914,0,0,48,0,0,0,12,0,1
62532,4,0,1,37,0,0,0,21,0,1
62533,770541,0,1,40,0,0,0,20,0,1
62534,10000000,0,1,57,0,0,1,16,1,0
62535,10000000,0,0,43,0,0,0,18,1,0
62536,10000000,0,0,42,0,0,0,17,0,1
62537,133321,0,1,52,0,0,1,23,0,1
62538,10000000,0,0,40,0,0,0,22,1,0
62539,10000000,0,1,67,0,0,0,22,1,0
62540,56525,0,1,27,0,0,0,15,0,1
62541,10000000,0,0,95,0,0,0,20,1,0
62542,4570,0,1,343,0,0,1,44,1,0
62543,10000000,0,1,190,0,0,0,9,1,0
62544,996,0,1,41,0,0,0,12,0,1
62545,10000000,0,1,98,0,0,0,14,1,0
62546,9,0,1,42,0,0,0,14,0,1
62547,10000000,0,0,115,0,0,0,81,1,0
62548,10000000,0,0,55,0,0,0,15,1,0
62549,10000000,0,1,32,0,0,0,11,1,0
62550,10000000,0,0,77,0,0,1,21,1,0
62551,68469,0,0,51,0,0,0,18,1,0
62552,10000000,0,0,73,0,0,0,30,1,0
62553,10000000,0,0,55,0,0,0,12,1,0
62554,10000000,0,1,49,0,0,0,11,1,0
62555,80270,0,1,28,0,0,0,13,0,1
62556,10000000,0,0,175,0,0,1,148,1,0
62557,3520,0,0,46,0,0,0,21,0,1
62558,6394,0,1,28,0,0,0,13,1,0
62559,10000000,0,1,46,0,0,0,21,0,1
62560,10000000,0,0,80,0,0,0,18,1,0
62561,16000,0,0,43,0,0,0,18,0,1
62562,10000000,0,0,38,0,0,0,28,1,0
62563,10000000,0,0,148,0,0,1,128,1,0
62564,4570,0,1,343,0,0,1,44,1,0
62565,10000000,0,0,182,0,0,1,148,1,0
62566,7266,0,0,41,0,0,0,18,0,1
62567,10000000,0,0,29,0,0,0,28,1,0
62568,5001,0,1,20,0,0,0,12,0,1
62569,10000000,0,0,100,0,0,1,31,1,0
62570,10000000,0,0,65,0,0,0,13,1,0
62571,10000000,0,1,58,0,0,0,17,1,0
62572,10000000,0,1,25,0,0,0,11,0,1
62573,10000000,0,1,35,0,0,1,34,1,0
62574,1,0,1,45,0,0,0,16,0,1
62575,10000000,0,0,10,0,0,0,9,1,0
62576,2082,0,1,76,0,0,0,20,0,1
62577,194914,0,0,48,0,0,0,8,0,1
62578,10000000,0,1,42,0,0,0,19,1,0
62579,10000000,0,1,56,0,0,0,22,1,0
62580,10000000,0,1,36,0,0,0,17,0,1
62581,186750,0,1,30,0,0,0,14,0,1
62582,10000000,0,1,17,0,0,0,16,1,0
62583,10000000,0,0,77,1,0,0,21,1,0
62584,360521,0,1,41,0,0,1,21,0,1
62585,236871,0,1,72,0,0,0,14,1,0
62586,5001,0,1,32,0,0,0,16,0,1
62587,2547,0,1,44,0,0,0,17,0,1
62588,105649,0,0,40,0,0,0,15,0,1
62589,153,0,1,44,0,0,0,14,0,1
62590,10000000,0,1,37,0,0,0,9,1,0
62591,10000000,0,1,29,0,0,0,15,1,0
62592,38709,0,1,43,0,0,0,19,0,1
62593,10000000,0,0,26,0,0,0,21,1,0
62594,10000000,0,1,119,0,0,0,14,1,0
62595,10000000,0,0,48,0,0,0,14,1,0
62596,10000000,0,0,25,0,0,0,15,0,1
62597,10000000,0,0,34,0,0,0,24,1,0
62598,10000000,0,0,66,0,0,1,33,1,0
62599,151427,0,1,25,0,0,0,16,0,1
62600,10000000,0,1,96,0,0,1,17,1,0
62601,8780,0,1,35,0,0,0,21,0,1
62602,10000000,0,0,49,0,1,0,23,1,0
62603,10000000,0,1,99,0,0,0,13,1,0
62604,10000000,0,1,99,0,0,0,14,1,0
62605,10000000,0,1,104,0,0,0,15,1,0
62606,10000000,0,0,35,0,0,0,24,0,1
62607,1267,0,1,34,0,0,0,27,0,1
62608,10000000,0,0,112,0,0,0,111,1,0
62609,10000000,0,1,34,0,0,0,19,1,0
62610,29084,0,1,52,0,0,0,19,0,1
62611,14969,0,1,27,0,0,0,14,0,1
62612,10000000,0,0,146,0,0,0,112,1,0
62613,6394,0,1,24,0,0,0,23,1,0
62614,10000000,0,1,106,0,0,1,19,1,0
62615,10000000,0,0,23,0,0,0,15,0,1
62616,44061,0,1,33,0,0,0,13,1,0
62617,10000000,0,1,27,0,0,0,20,0,1
62618,10000000,0,0,269,0,0,0,12,1,0
62619,10000000,0,0,48,0,0,0,10,1,0
62620,343805,0,1,33,0,0,0,22,0,1
62621,14969,0,1,27,0,0,0,14,0,1
62622,829,0,1,44,0,0,0,21,0,1
62623,10000000,0,1,103,0,0,0,14,1,0
62624,133305,0,1,82,0,0,0,18,1,0
62625,10000000,0,1,100,0,0,0,15,1,0
62626,105,0,1,35,0,0,0,13,0,1
62627,10000000,0,1,36,0,0,0,17,1,0
62628,44061,0,1,33,0,0,0,13,1,0
62629,10000000,0,0,197,0,0,1,185,1,0
62630,10000000,0,1,98,0,0,0,9,1,0
62631,4570,0,1,343,0,0,1,44,1,0
62632,348749,0,1,27,0,0,0,11,0,1
62633,10000000,0,1,64,0,0,0,25,0,1
62634,10000000,0,1,68,0,0,0,16,1,0
62635,133900,0,0,35,0,0,0,24,0,1
62636,3832,0,0,13,0,0,0,6,1,0
62637,10000000,0,0,46,0,0,0,18,1,0
62638,801,0,1,50,0,0,0,13,0,1
62639,10000000,0,1,24,0,0,0,19,0,1
62640,2547,0,1,32,0,0,0,17,0,1
62641,10000000,0,0,50,0,0,0,24,1,0
62642,10000000,0,1,45,0,0,0,24,0,1
62643,10000000,0,0,46,0,0,0,11,1,0
62644,143572,0,0,36,0,0,0,20,0,1
62645,10000000,0,0,40,0,0,0,22,1,0
62646,10000000,0,1,27,0,0,0,18,0,1
62647,10000000,0,1,19,0,0,0,13,0,1
62648,44061,0,1,33,0,0,0,13,1,0
62649,753,0,1,52,0,0,0,16,0,1
62650,10000000,0,0,19,0,0,0,12,0,1
62651,27817,0,0,41,0,0,0,21,0,1
62652,54625,0,0,43,0,0,0,25,0,1
62653,8510,0,0,36,0,0,0,17,0,1
62654,10000000,0,1,27,0,0,0,20,0,1
62655,9621,0,1,47,0,0,0,20,0,1
62656,10000000,0,1,19,0,0,0,14,1,0
62657,105,0,1,35,0,0,0,13,0,1
62658,14969,0,1,27,0,0,0,14,0,1
62659,10000000,0,1,76,0,0,0,25,1,0
62660,10000000,0,1,38,0,0,1,17,0,1
62661,3350,0,0,28,0,0,0,19,0,1
62662,10000000,0,1,118,0,0,0,16,1,0
62663,10000000,0,0,62,0,0,0,9,1,0
62664,11,0,1,32,0,0,0,31,1,0
62665,10000000,0,0,15,0,0,0,9,1,0
62666,1093,0,1,44,0,0,0,20,0,1
62667,46155,0,0,38,0,0,1,29,0,1
62668,181,0,0,69,0,0,0,18,0,1
62669,10000000,0,1,21,0,0,0,12,0,1
62670,10000000,0,0,119,0,0,0,85,1,0
62671,10000000,0,0,155,0,0,0,11,1,0
62672,10000000,0,1,38,0,0,0,22,1,0
62673,10000000,0,1,27,0,0,1,27,1,0
62674,10000000,0,0,36,0,0,0,15,1,0
62675,10000000,0,0,137,0,0,1,53,1,0
62676,2547,0,1,40,0,0,0,17,0,1
62677,10000000,0,1,66,0,0,0,15,1,0
62678,10000000,0,0,56,0,0,0,15,1,0
62679,974577,0,0,142,0,0,0,87,1,0
62680,107510,0,0,17,0,0,0,16,1,0
62681,10000000,0,0,86,0,0,1,31,1,0
62682,10000000,0,1,30,0,0,0,18,0,1
62683,8780,0,1,50,0,0,0,21,0,1
62684,10000000,0,1,253,0,0,0,162,1,0
62685,10000000,0,1,24,0,0,0,19,1,0
62686,183,0,1,24,0,0,0,16,1,0
62687,6655,0,0,47,0,0,0,25,0,1
62688,10000000,0,1,25,0,0,0,9,0,1
62689,836190,0,0,42,0,0,0,17,1,0
62690,10000000,0,0,106,0,0,0,11,1,0
62691,14969,0,1,27,0,0,0,14,0,1
62692,10000000,0,0,34,0,0,0,19,0,1
62693,665919,0,1,30,0,0,1,21,0,1
62694,10000000,0,0,155,0,0,0,11,1,0
62695,19112,0,1,36,0,0,0,13,0,1
62696,10000000,0,1,148,0,0,0,23,1,0
62697,236871,0,1,72,0,0,0,14,1,0
62698,12437,0,0,44,0,0,0,21,0,1
62699,10000000,0,0,117,0,0,0,13,1,0
62700,10000000,0,1,17,0,0,0,9,1,0
62701,10000000,0,0,84,0,0,1,39,1,0
62702,10000000,0,0,99,0,0,0,12,1,0
62703,10000000,0,1,44,0,0,0,25,1,0
62704,10000000,0,0,36,0,1,0,20,1,0
62705,10000000,0,0,26,0,0,0,14,1,0
62706,10000000,0,1,98,0,0,0,14,1,0
62707,10000000,0,0,186,0,0,0,15,1,0
62708,10000000,0,0,65,0,0,0,17,1,0
62709,44061,0,1,33,0,0,0,13,1,0
62710,6394,0,1,32,0,0,0,19,1,0
